ID_PENJUALAN,TANGGAL,KODE_BARANG,NAMA_BARANG,QTY,HARGASATUAN,UTILITY
17113,2010-09-09 22:49:01,0070890,MILTON 15G,1.0,3200.0,3200.0
8250,2010-09-08 23:01:10,0330012,AQUA 1500ML 12 D 5500,1.0,2968.7,2968.7
8250,2010-09-08 23:01:10,0070719,MOTHERLAND KOTAK/CREAM KEJU,1.0,6500.06,6500.06
17113,2010-09-09 22:49:01,430234,TRENZ PISANG KEJU 20 G,1.0,990.0,990.0
17113,2010-09-09 22:49:01,0120205,FRESTEA GREEN 500ML,1.0,5000.0,5000.0
22734,2010-01-01 00:00:00,0101229,CITRA HAZ LASTING COOL SNOW40G,1.0,9400.0,9400.0
21205,2010-01-01 00:00:00,0270040,LACTOGEN 2 GOLD 180G,1.0,17100.0,17100.0
20590,2010-01-01 00:00:00,0040412,NISSIN TEXA BISCUIT 300G,1.0,6250.0,6250.0
20590,2010-01-01 00:00:00,0070851,NISSIN VEGETABLE 160G,1.0,4400.0,4400.0
20590,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
20590,2010-01-01 00:00:00,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
15353,2010-05-09 02:43:42,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
8251,2010-09-08 23:08:50,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
43393,2010-01-01 00:00:00,0130025,BLUE BAND 200G/S,1.0,4750.0,4750.0
46705,2010-09-12 11:29:38,0300094,BENDERA STRW 190ML/BTL,1.0,2500.0,2500.0
45954,2010-07-12 02:08:38,0280330,PIATTOS SNACK SP PANGGANG 80G,1.0,5200.0,5200.0
15354,2010-05-09 02:57:15,430186,ROD'S MILD 16,1.0,5500.0,5500.0
45954,2010-07-12 02:08:38,0100114,CITRA H&B LWE MTIA250ML,1.0,16000.0,16000.0
32946,2010-01-01 00:00:00,0120337,MIZONE ORANGE LIME 500ML,1.0,3000.0,3000.0
26550,2010-08-10 18:50:53,00200062,GILLETTE GOAL II,1.0,4000.0,4000.0
26550,2010-08-10 18:50:53,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
33940,2010-03-11 14:10:37,4303542,KITILOLI CANDY 7G,1.0,500.0,500.0
28686,2010-01-01 00:00:00,0200241,OKKY JELLY 2S/50G,1.0,1050.0,1050.0
20591,2010-01-01 00:00:00,0210034,LA LIGHTS 12S,1.0,7000.0,7000.0
25329,2010-04-10 14:51:20,0080051,TEH TJATOET ISTIMEWA80G,1.0,3600.0,3600.0
25329,2010-04-10 14:51:20,006020,GULA PASIR 1/4KG,1.0,2800.0,2800.0
8252,2010-09-08 23:09:35,0290104,BAYGON BAKAR TRANS 5S,1.0,2150.0,2150.0
8252,2010-09-08 23:09:35,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
30753,2010-01-01 00:00:00,0210021,SAMPOERNA AMILD 12S,1.0,7500.0,7500.0
30753,2010-01-01 00:00:00,0100118,CITRA H&B LWHT BNG60ML,1.0,4500.0,4500.0
29882,2010-01-01 00:00:00,007448,NASA TISSUE ROLL,1.0,1700.0,1700.0
29882,2010-01-01 00:00:00,0240546,DETTOL ORIGINAL 4+1/PCK,1.0,3000.0,3000.0
29882,2010-01-01 00:00:00,0240145,CLOSE UP MILKCALCIUM65G,1.0,4200.0,4200.0
29882,2010-01-01 00:00:00,0260038,FORMULA TB SYSTEM SOFT,1.0,2000.0,2000.0
28236,2010-01-01 00:00:00,0120519,PULPY ORANGE 350ML,1.0,5500.0,5500.0
28236,2010-01-01 00:00:00,0040463,CHOCO STICK COCHOLATE 12G,1.0,500.0,500.0
27270,2010-10-10 20:38:07,0340062,WALLS PADDLE P RAINBOW PEAK 60,1.0,2000.0,2000.0
22735,2010-01-01 00:00:00,0270081,SGM 4 MADU 150GR,1.0,9750.0,9750.0
20592,2010-01-01 00:00:00,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
22735,2010-01-01 00:00:00,0070791,NISSIN MINI STICK,1.0,700.0,700.0
8253,2010-09-08 23:10:34,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
27270,2010-10-10 20:38:07,0340002,WALLS PADDLE P JELLY WAVE 60ML,1.0,2000.0,2000.0
15355,2010-05-09 02:59:45,0210004,WISMILAK DIPLOMAT 12S,1.0,8500.0,8500.0
15355,2010-05-09 02:59:45,00232,CLAS MILD MENTHOL 16'S,1.0,8999.74,8999.74
6875,2010-05-08 09:53:58,0070735,GAS 3KG,1.0,12999.99,12999.99
17114,2010-09-09 22:50:06,0280198,SEA CRUNCH UDANG MNS15G,1.0,1000.0,1000.0
17114,2010-09-09 22:50:06,0300122,ULTRA MILK LOW PTH200ML,1.0,3300.0,3300.0
8254,2010-09-08 23:13:26,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
6876,2010-05-08 09:55:51,0070735,GAS 3KG,1.0,12999.99,12999.99
17114,2010-09-09 22:50:06,007832,MURNI RASA KEDELAI,1.0,3700.0,3700.0
31830,2010-01-01 00:00:00,0270046,CERELAC KCG HIJAU 120G,1.0,6200.0,6200.0
31830,2010-01-01 00:00:00,010501,CERELAC MIX FRUIT AJP 120G THP 2,1.0,6700.0,6700.0
31830,2010-01-01 00:00:00,0040196,TRENZ SEAWEED FLAVOR19G,1.0,1000.0,1000.0
31830,2010-01-01 00:00:00,0070731,MOTHERLAND ROTI BROWNIES,1.0,8500.12,8500.12
15356,2010-05-09 03:15:23,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
31830,2010-01-01 00:00:00,002074,LILIN MATADOR 8BTG,1.0,3800.0,3800.0
22736,2010-01-01 00:00:00,0210070,RED MILD 16S,1.0,6200.0,6200.0
31830,2010-01-01 00:00:00,0280292,KATOM BBQ FLAFOUR 85G,1.0,2500.0,2500.0
31830,2010-01-01 00:00:00,0280204,GARUDA PILUS SAPI PNG95G,1.0,2200.0,2200.0
33940,2010-03-11 14:10:37,0200236,YUPI AQUARIUM COCKTAIL 15G,1.0,950.0,950.0
26552,2010-08-10 18:55:25,0210045,LA LIGHTS MENTHOL 16S,1.0,9400.0,9400.0
33940,2010-03-11 14:10:37,4303471,WALLS CON CLAS CHO 110ML,1.0,5000.0,5000.0
6877,2010-05-08 09:57:05,0200195,HEXOS MINT,1.0,1200.0,1200.0
45376,2010-05-12 10:49:59,0210035,LA LIGHTS MENTHOL 12S,1.0,7000.0,7000.0
45954,2010-07-12 02:08:38,0280005,KAYAKING KACG MADU 80G,1.0,6000.0,6000.0
37865,2010-01-01 00:00:00,0210023,SAMPOERNA AMILD MENTH16S,1.0,10000.0,10000.0
17115,2010-09-09 22:51:08,016,KOREK TOKAI,1.0,2000.0,2000.0
23663,2010-01-01 00:00:00,0120061,POCARI PET 350ML,1.0,4500.0,4500.0
15357,2010-05-09 03:19:42,0120205,FRESTEA GREEN 500ML,1.0,5000.0,5000.0
8256,2010-09-08 23:42:46,0211234,SAMPOERNA KRETEK 12S,1.0,6400.0,6400.0
8256,2010-09-08 23:42:46,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
31119,2010-01-01 00:00:00,0280254,TARO NET SEAWEED 10G,1.0,975.0,975.0
29883,2010-01-01 00:00:00,0070714,ANEKA BOGA ROTI MANIS,1.0,1500.0,1500.0
31119,2010-01-01 00:00:00,0100481,SHOWER TS SPL TWIST50ML,1.0,4750.0,4750.0
28688,2010-01-01 00:00:00,0070743,RACUN PEMBASMI TIKUS,1.0,15000.0,15000.0
20594,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8700.0,8700.0
27271,2010-10-10 20:38:35,0120206,FRESTEA MELATI 500ML,1.0,5000.0,5000.0
21206,2010-01-01 00:00:00,0200242,OKKY JELLY DRINK JERUK 195G,1.0,800.0,800.0
19263,2010-01-01 00:00:00,0300254,MILKUAT STRAWBERI 70ML,1.0,966.68,966.68
19263,2010-01-01 00:00:00,0280208,LEO KERIPIK KNTNG AYAM16G,1.0,1000.0,1000.0
13311,2010-01-01 00:00:00,0070716,MOTHERLAND VANILA PLUS KEJU,1.0,6500.06,6500.06
13311,2010-01-01 00:00:00,0300227,INDOMILK VANILLA 195ML,1.0,2500.0,2500.0
13311,2010-01-01 00:00:00,0280208,LEO KERIPIK KNTNG AYAM16G,1.0,1000.0,1000.0
13311,2010-01-01 00:00:00,0070687,BOLPOIN STANDARD AE7,1.0,1000.0,1000.0
19263,2010-01-01 00:00:00,4303262,RUBIK MAGIC SQUARE,1.0,8500.0,8500.0
6879,2010-05-08 10:02:47,023208,SURF PUTIH LIME F 60G,1.0,1000.0,1000.0
21206,2010-01-01 00:00:00,0270078,SGM 4 VANILA 150GR,1.0,9750.0,9750.0
8258,2010-09-08 23:54:13,0210070,RED MILD 16S,1.0,6200.0,6200.0
21206,2010-01-01 00:00:00,0300287,ULTRA MILK LOW FAT CHOCO200ML,1.0,3500.0,3500.0
21206,2010-01-01 00:00:00,0280016,PIATTOS SAPI PANGGANG 14G,1.0,1000.0,1000.0
10764,2010-01-01 00:00:00,0330011,AQUA 600ML 24 D 11000,1.0,1548.08,1548.08
10764,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
10764,2010-01-01 00:00:00,0210054,MARLBORO BLACK MENTHOL20S,1.0,10800.0,10800.0
27271,2010-10-10 20:38:35,0120203,FRESTEA FRUTCY LEM500ML,1.0,5000.0,5000.0
38871,2010-01-01 00:00:00,0200416,KIS GRAPE 125G,1.0,4300.0,4300.0
6880,2010-05-08 10:27:07,007454,MODERN NEW 125G,1.0,6000.0,6000.0
46705,2010-09-12 11:29:38,4303739,BANGKIT ROTI,1.0,1000.0,1000.0
40091,2010-01-01 00:00:00,0240186,DOVE SHP DAMAGE TRP90ML,1.0,7900.0,7900.0
20595,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
8259,2010-09-08 23:55:12,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
36472,2010-11-11 17:45:30,041135,LILIN CAPUNG PUTIH,1.0,12000.0,12000.0
40257,2010-01-01 00:00:00,0210007,GUDANG GARAM SURYA PREMIUM 12S,1.0,8000.0,8000.0
35267,2010-07-11 22:36:20,0230037,DAIA PUTIH 900G,1.0,9500.0,9500.0
34568,2010-05-11 20:34:46,0340042,WALLS MOO STICK 55G,1.0,2900.0,2900.0
25750,2010-05-10 20:26:57,0240254,SHINZUI SABUN MYORI100G,1.0,2900.0,2900.0
25750,2010-05-10 20:26:57,00430037,CITRA L WHT BENG 75 G,1.0,1500.0,1500.0
25750,2010-05-10 20:26:57,0300248,ANLENE ONE A DAY CHO125ML,1.0,4600.0,4600.0
30258,2010-01-01 00:00:00,0210011,SURYA SLIM MENTHOL 16S,1.0,9200.0,9200.0
30258,2010-01-01 00:00:00,0330013,AQUA 330ML 24 D 5400,1.0,1200.0,1200.0
29884,2010-01-01 00:00:00,0020003,GILLETTE BLUE II PLUS 1,1.0,4500.0,4500.0
28689,2010-01-01 00:00:00,430112,MESES WELCO WARNA 90G,1.0,3000.0,3000.0
20597,2010-01-01 00:00:00,0070310,SOFTEX SD LIGHT AIRY5P,1.0,3250.0,3250.0
30258,2010-01-01 00:00:00,0120519,PULPY ORANGE 350ML,1.0,5500.0,5500.0
36988,2010-01-01 00:00:00,4303351,KRAFT SINGLES 50G,1.0,5500.0,5500.0
36988,2010-01-01 00:00:00,030306,LACTONA 1 200G,1.0,14800.0,14800.0
28239,2010-01-01 00:00:00,0330012,AQUA 1500ML 12 D 5500,1.0,3000.0,3000.0
28239,2010-01-01 00:00:00,4303466,ALOHA PFT IP.A.111,1.0,5000.0,5000.0
21208,2010-01-01 00:00:00,430186,ROD'S MILD 16,1.0,5500.0,5500.0
35822,2010-09-11 17:21:38,0240149,CLOSE UP GREEN 110G,1.0,6350.0,6350.0
35822,2010-09-11 17:21:38,00430041,CLOSE UP PEPERMINT 65G,1.0,3850.0,3850.0
25751,2010-05-10 20:28:14,0330010,AQUA 240ML,1.0,500.0,500.0
20599,2010-01-01 00:00:00,0210015,U MILD 16S,1.0,7000.0,7000.0
10765,2010-01-01 00:00:00,0210064,SURYA PROMILD 16S,1.0,7499.806,7499.806
10765,2010-01-01 00:00:00,0040143,BENG BENG 20G,1.0,977.7778,977.7778
6883,2010-05-08 10:41:16,0210070,RED MILD 16S,1.0,6200.0,6200.0
22740,2010-01-01 00:00:00,0070764,TARO NET COWBOY STEAK 40G,1.0,3450.0,3450.0
21209,2010-01-01 00:00:00,0210064,SURYA PROMILD 16S,1.0,7300.091,7300.091
20601,2010-01-01 00:00:00,0210013,CLAS MILD 12S,1.0,6900.0,6900.0
6885,2010-05-08 10:42:48,0210027,MARLBORO FILTER MERAH20S,1.0,10800.0,10800.0
17116,2010-09-09 22:51:55,0120196,FANTA JERUK 1500ML,1.0,11500.0,11500.0
17116,2010-09-09 22:51:55,007825,MURNI RASA JARUM STICK,1.0,3900.0,3900.0
10766,2010-01-01 00:00:00,006021,GULA PASIR 1/2 KG,1.0,5000.0,5000.0
17116,2010-09-09 22:51:55,007821,MURNI RASA PILUS AUSTRALIA,1.0,4100.0,4100.0
17116,2010-09-09 22:51:55,007827,MURNI RASA KACANG POLONG,1.0,3700.0,3700.0
25333,2010-04-10 15:15:06,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
33416,2010-01-11 20:05:35,01251       ,TEKITA ORIGINAL 200ML,1.0,800.0,800.0
13312,2010-01-01 00:00:00,0110011,INDOMIE AYAM BWNG 69G,1.0,1200.0,1200.0
13312,2010-01-01 00:00:00,0110012,INDOMIE GORENG 85G,1.0,1299.95,1299.95
33416,2010-01-11 20:05:35,4303400,COCOMAS NATA DE COCO 180ML,1.0,1500.0,1500.0
33416,2010-01-11 20:05:35,0280254,TARO NET SEAWEED 10G,1.0,975.0,975.0
27273,2010-10-10 20:40:49,0070790,MOTHERLAND BAGELAN JUMBO,1.0,6500.06,6500.06
23665,2010-01-01 00:00:00,0210015,U MILD 16S,1.0,7000.0,7000.0
23665,2010-01-01 00:00:00,0070697,YUPI MILLY MOOS 9G,1.0,450.0,450.0
23665,2010-01-01 00:00:00,0070773,YUPI ICED COLA,1.0,450.0,450.0
8260,2010-09-08 23:55:53,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
8260,2010-09-08 23:55:53,0210009,GUDANG GARAM FILTER 12S,1.0,8299.815,8299.815
6887,2010-05-08 10:46:35,0040157,ROMA KELAPA 300G,1.0,6600.1005,6600.1005
8260,2010-09-08 23:55:53,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
27273,2010-10-10 20:40:49,0070718,MOTHERLAND SEMIR,1.0,6000.0,6000.0
32351,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
32351,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8650.0,8650.0
10767,2010-01-01 00:00:00,0120072,KRATINGDAENG 150ML,1.0,3499.925,3499.925
31122,2010-01-01 00:00:00,0330018,CLUB 330ML,1.0,948.19,948.19
21210,2010-01-01 00:00:00,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
20602,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
28410,2010-01-01 00:00:00,0340001,WALLS PADDLE P TRICO60ML,1.0,1500.0,1500.0
32947,2010-01-01 00:00:00,0210070,RED MILD 16S,1.0,6200.0,6200.0
42199,2010-01-01 00:00:00,0110038,SARIMI SOTO KOYA GRH 70G,1.0,1075.0,1075.0
17117,2010-09-09 22:54:01,019239,MUSK ALYSSA ASHLEY 100,1.0,17500.0,17500.0
40863,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
6888,2010-05-08 11:13:26,0120374,NU GREEN TEA ORIGINAL330ML,1.0,3000.0,3000.0
34570,2010-05-11 20:41:49,4303492,WONDERLAND ASS BISCUIT 350GR,1.0,16000.0,16000.0
10768,2010-01-01 00:00:00,0330012,AQUA 1500ML 12 D 5500,1.0,2968.7,2968.7
28240,2010-01-01 00:00:00,0210034,LA LIGHTS 12S,1.0,7000.0,7000.0
23667,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
6890,2010-05-08 11:37:22,0340008,WALLS FEAST CHOCO65ML,1.0,3000.0,3000.0
8262,2010-10-08 00:01:55,0211234,SAMPOERNA KRETEK 12S,1.0,6400.0,6400.0
8262,2010-10-08 00:01:55,0210045,LA LIGHTS MENTHOL 16S,1.0,9373.2,9373.2
40863,2010-01-01 00:00:00,0340002,WALLS PADDLE P JELLY WAVE 60ML,1.0,2000.0,2000.0
22744,2010-01-01 00:00:00,0210015,U MILD 16S,1.0,7000.0,7000.0
30754,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
30754,2010-01-01 00:00:00,0120309,YAKULT,1.0,1300.032,1300.032
37363,2010-01-01 00:00:00,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
37363,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
19266,2010-01-01 00:00:00,0070620,GULA JAWA PER KG,1.0,1050.0,1050.0
17118,2010-09-09 22:55:07,080021,ABC SP GRADE COPAN625ML,1.0,12500.0,12500.0
27275,2010-10-10 20:43:14,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
25334,2010-04-10 15:16:18,0120060,POCARI PET 500ML,1.0,6000.0,6000.0
25334,2010-04-10 15:16:18,007837,MURNI RASA KACANG ATOM,1.0,3700.0,3700.0
28241,2010-01-01 00:00:00,0210016,PALL MALL FILTER MRH20S,1.0,6200.0,6200.0
8263,2010-10-08 00:02:45,040088,HP ALIEN FORCE,1.0,5000.0,5000.0
6892,2010-05-08 12:04:52,0160221,JOHNSONS SHAMPO 100ML,1.0,6297.34,6297.34
6892,2010-05-08 12:04:52,0040179,"GERY CHOCOLATOS 13,5G",1.0,550.0,550.0
37363,2010-01-01 00:00:00,0330012,AQUA 1500ML 12 D 5500,1.0,3000.0,3000.0
37363,2010-01-01 00:00:00,430215,ES BATU,1.0,500.0,500.0
31961,2010-01-01 00:00:00,0280125,QTELA BALADO 60G,1.0,3500.0,3500.0
31125,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
31961,2010-01-01 00:00:00,4303270,OOPS OLEZZO 14G,1.0,500.0,500.0
28413,2010-01-01 00:00:00,0210021,SAMPOERNA AMILD 12S,1.0,7500.0,7500.0
10769,2010-01-01 00:00:00,0020029,BATERAI ALKALINE AA/2PC,1.0,7999.65,7999.65
13313,2010-01-01 00:00:00,0070720,MOTHERLAND ROTI TAWAR,1.0,5999.76,5999.76
13313,2010-01-01 00:00:00,0130006,KUNCI MAS1L/REFF,1.0,9550.0,9550.0
13313,2010-01-01 00:00:00,0120214,CAP BADAK LP 200ML,1.0,2800.0,2800.0
8265,2010-10-08 00:14:10,0210045,LA LIGHTS MENTHOL 16S,1.0,9373.2,9373.2
36989,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4750.0,4750.0
19268,2010-01-01 00:00:00,0070735,GAS 3KG,1.0,12999.99,12999.99
25335,2010-04-10 15:20:51,430154,KRESEK APOLLO KUNING KECIL,1.0,1700.0,1700.0
27276,2010-10-10 20:44:12,0210015,U MILD 16S,1.0,7000.0,7000.0
28242,2010-01-01 00:00:00,0210074,BENTOEL BIRU 12,1.0,7000.0,7000.0
8266,2010-10-08 00:14:52,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
15358,2010-05-09 03:20:16,0101291,SARIAYU PENYEGAR MAWAR 100ML,1.0,5350.0,5350.0
15358,2010-05-09 03:20:16,0101288,SARIAYU PEMB MAWAR 100ML,1.0,5350.0,5350.0
6893,2010-05-08 12:06:13,0120059,POCARI KLG 330ML,1.0,4800.0,4800.0
10770,2010-01-01 00:00:00,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
34571,2010-05-11 20:42:31,0210049,DJI SAM SOE REFILL SUP PRE 12,1.0,13000.0,13000.0
30259,2010-01-01 00:00:00,0120142,SARI KACANG IJO 200ML,1.0,2100.0,2100.0
19270,2010-01-01 00:00:00,0070743,RACUN PEMBASMI TIKUS,1.0,14999.95,14999.95
30259,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
37866,2010-01-01 00:00:00,430186,ROD'S MILD 16,1.0,5400.0,5400.0
39752,2010-01-01 00:00:00,0120060,POCARI PET 500ML,1.0,6000.0,6000.0
39752,2010-01-01 00:00:00,0120519,PULPY ORANGE 350ML,1.0,5500.0,5500.0
40863,2010-01-01 00:00:00,0110011,INDOMIE AYAM BWNG 69G,1.0,1175.0,1175.0
40863,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
21212,2010-01-01 00:00:00,0100159,PONDS WB PNKSH WHITE DAY CRM20G,1.0,12500.0,12500.0
40863,2010-01-01 00:00:00,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
32353,2010-01-01 00:00:00,0340009,WALLS FEAST VANILLA65ML,1.0,3000.0,3000.0
22747,2010-01-01 00:00:00,0280015,PIATTOS AYAM 14G,1.0,1000.0,1000.0
27278,2010-10-10 20:46:58,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
10772,2010-01-01 00:00:00,0210067,BINTANG BUANA KRETEK 12S,1.0,4173.75,4173.75
32353,2010-01-01 00:00:00,0340013,WALLS CON ROYALE STRAW,1.0,6000.0,6000.0
42199,2010-01-01 00:00:00,0110035,SARIMI SOTO KOYA PEDAS 70G,1.0,1200.0,1200.0
42199,2010-01-01 00:00:00,0110034,SARIMI SOTO KOYA JERUK70G,1.0,1075.0,1075.0
40258,2010-01-01 00:00:00,0120333,ISOTONIK PWRD ORANGE500ML,1.0,3500.0,3500.0
42199,2010-01-01 00:00:00,013077,MINYAK GRG RESTO 225ML,1.0,3000.0,3000.0
19272,2010-01-01 00:00:00,0210064,SURYA PROMILD 16S,1.0,7300.091,7300.091
25752,2010-05-10 20:28:49,0240712,LIFEBUOY SOAP NATPURE 85G,1.0,1750.0,1750.0
25752,2010-05-10 20:28:49,0110034,SARIMI SOTO KOYA JERUK70G,1.0,1094.6356,1094.6356
17119,2010-09-09 22:56:17,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
17119,2010-09-09 22:56:17,0120337,MIZONE ORANGE LIME 500ML,1.0,3000.0,3000.0
17119,2010-09-09 22:56:17,0330010,AQUA 240ML,1.0,500.0,500.0
8267,2010-10-08 00:29:36,0110058,MIE ABC SELERA PDS GULAI 70G,1.0,1049.99,1049.99
40093,2010-01-01 00:00:00,0210029,SAMPOERNA AVOLUT MENT16S,1.0,10000.0,10000.0
10773,2010-01-01 00:00:00,0210014,STAR MILD BIRU 16S,1.0,8893.5,8893.5
20603,2010-01-01 00:00:00,0240694,LIFEBUOY SHP TOTALP 85G,1.0,1750.0,1750.0
20603,2010-01-01 00:00:00,0280013,SEA CRUNCH CUMI BKR 40G,1.0,3500.0,3500.0
19273,2010-01-01 00:00:00,0340044,WALLS POPULAIRE CHO 90ML,1.0,3000.0,3000.0
13315,2010-01-01 00:00:00,0250026,ABC SARDINES CABE155G,1.0,5500.0,5500.0
13315,2010-01-01 00:00:00,0300093,BENDERA COKLAT 190ML/BTL,1.0,2500.0,2500.0
13315,2010-01-01 00:00:00,0120144,TEH KOTAK JASM200+100ML,1.0,2200.0,2200.0
25338,2010-04-10 15:36:15,4303296,UNO MILD 16 ,1.0,6300.0,6300.0
25338,2010-04-10 15:36:15,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
15360,2010-05-09 03:33:59,0210009,GUDANG GARAM FILTER 12S,1.0,8315.9625,8315.9625
29886,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
29886,2010-01-01 00:00:00,0070254,MAMY POKO PANTS L/PCS,1.0,2000.0,2000.0
19275,2010-01-01 00:00:00,0240162,CLEAR SHP AD CMPSOF90ML,1.0,7500.0,7500.0
22748,2010-01-01 00:00:00,0280017,PIATTOS BARBEQUE 14G,1.0,1000.0,1000.0
32949,2010-01-01 00:00:00,430155,SAMPOERNA PAS,1.0,5000.0,5000.0
32949,2010-01-01 00:00:00,0210012,GUDANG GARAM KRETEK12S,1.0,6100.0,6100.0
15361,2010-05-09 03:37:26,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
30755,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10000.0,10000.0
8268,2010-10-08 00:43:32,0210013,CLAS MILD 12S,1.0,6899.985,6899.985
6895,2010-05-08 12:37:35,0120315,FRESTEA 250ML/UHT,1.0,3000.05,3000.05
6895,2010-05-08 12:37:35,0210034,LA LIGHTS 12S,1.0,6953.544,6953.544
32354,2010-01-01 00:00:00,0070823,SPRITE 200ML,1.0,2000.0,2000.0
28243,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
20605,2010-01-01 00:00:00,0210074,BENTOEL BIRU 12,1.0,7200.0,7200.0
28243,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10000.0,10000.0
35821,2010-09-11 17:19:16,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
35821,2010-09-11 17:19:16,430283,APACHE KLIK,1.0,3300.0,3300.0
41218,2010-01-01 00:00:00,0160216,JOHNSONS PWDMILK100G,1.0,4531.1,4531.1
41218,2010-01-01 00:00:00,0160196,DEE DEE SHP APEL 45ML/R,1.0,1500.0,1500.0
25339,2010-04-10 15:37:06,0300129,ULTRA MILK STRAW 125ML,1.0,1850.0,1850.0
31962,2010-01-01 00:00:00,0210023,SAMPOERNA AMILD MENTH16S,1.0,10000.0,10000.0
31962,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8600.0,8600.0
30261,2010-01-01 00:00:00,0070735,GAS 3KG,1.0,14000.0,14000.0
19276,2010-01-01 00:00:00,0210045,LA LIGHTS MENTHOL 16S,1.0,9300.0,9300.0
34573,2010-05-11 20:45:12,0270024,DANCOW BATITA MADU 150GR,1.0,9800.0,9800.0
37365,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10008.05,10008.05
22751,2010-01-01 00:00:00,0210072,COUNTRY MERAH 20S,1.0,7700.0,7700.0
35268,2010-07-11 22:37:38,4303523,CI CI UMBRELLA WONDERFUL,1.0,15000.0,15000.0
21213,2010-01-01 00:00:00,0070735,GAS 3KG,1.0,12999.99,12999.99
10776,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.01,8500.01
28244,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
25340,2010-04-10 15:38:02,0120058,YOU C1000 ORANGE 140ML,1.0,4500.0,4500.0
15362,2010-05-09 03:38:16,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
15362,2010-05-09 03:38:16,0120309,YAKULT,1.0,1300.032,1300.032
8271,2010-10-08 01:14:41,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
8271,2010-10-08 01:14:41,007810,MURNI RASA MARNENG,1.0,3700.0,3700.0
13316,2010-01-01 00:00:00,0300131,ULTRA MINI STRAW 125ML,1.0,1900.0,1900.0
13316,2010-01-01 00:00:00,0040120,BISKUAT COKLAT KRIM 93.6G,1.0,4399.8585,4399.8585
35268,2010-07-11 22:37:38,0240420,LIFEBUOY SHP HF 90ML,1.0,5000.13,5000.13
